instrument_token,exchange_token,tradingsymbol,name,segment
4363777,17046,HINDNATGLS,HIND NATL GLASS & IND,NSE
359169,1403,HINDOILEXP,HINDUSTAN OIL EXPLORATION,NSE
359937,1406,HINDPETRO,HINDUSTAN PETROLEUM CORP,NSE
128026628,500104,HINDPETRO*,HINDUSTAN PETROLEUM CORPORATIO,BSE
135760644,530315,HINDTIN,HINDUSTAN TIN WORKS.,BSE
356865,1394,HINDUNILVR,HINDUSTAN UNILEVER.,NSE
364545,1424,HINDZINC,HINDUSTAN ZINC,NSE
134147332,524013,HINFLUR,HINDUSTAN FLUOROCARBONS.,BSE
135898372,530853,HIPOLIN,HIPOLIN.,BSE
3555841,13890,HIRECT,HIND RECTIFIER,NSE
151044612,590018,HISARMET,HISAR METAL INDUSTRIES.,BSE
4946433,19322,HISARMETAL,HISAR METAL IND.,NSE
734209,2868,HITECH,HI-TECH PIPES,NSE
3881217,15161,HITECHCORP,HITECH CORPORATION,NSE
1134849,4433,HITECHGEAR,THE HI-TECH GEARS,NSE
138656516,541627,HITECHWIND,HI-TECH WINDING SYSTEMS LIMITE,BSE
136283908,532359,HITKITGLO,HIT KIT GLOBAL SOLUTIONS.,BSE
136105220,531661,HITTCO,HITTCO TOOLS.,BSE
585985,2289,HLEGLAS,HLE GLASCOAT,NSE
370689,1448,HLVLTD,HLV,NSE
4918017,19211,HMVL,HINDUSTAN MEDIA VENT,NSE
3116289,12173,HNDFDS,HINDUSTAN FOODS,NSE
4680705,18284,HNGSNGBEES,NIP IND ETF HANGSENG BEES,NSE
128114948,500449,HOCL,HINDUSTAN ORGANIC CHEMICALS LT,BSE
526337,2056,HOMEFIRST,HOME FIRST FIN CO IND,NSE
874753,3417,HONAUT,HONEYWELL AUTOMATION IND,NSE
803329,3138,HONDAPOWER,HONDA I POWER PRODUCT,NSE
1029121,4020,HOTELRUGBY,HOTEL RUGBY,NSE
136229124,532145,HOTLSILV,H.S.INDIA.,BSE
3479553,13592,HOVS,HOV SERVICES,NSE
134850820,526761,HOWARHO,HOWARD HOTELS.,BSE
128735492,502873,HPCOTTON,H.P.COTTON TEXTILE MILLS.,BSE
4781825,18679,HPL,HPL ELECTRIC & POWER,NSE
135694084,530055,HRMNYCP,HARMONY CAPITAL SERVICES.,BSE
134894340,526931,HRYNSHP,HARIYANA SHIP BREAKERS.,BSE
3669505,14334,HSCL,HIMADRI SPECIALITY CHEM L,NSE
361473,1412,HSIL,HSIL,NSE
3066625,11979,HTMEDIA,HT MEDIA,NSE
3635969,14203,HUBTOWN,HUBTOWN,NSE
5331201,20825,HUDCO,HSG & URBAN DEV CORPN,NSE
655873,2562,HUHTAMAKI,HUHTAMAKI INDIA,NSE
138235908,539984,HUIL,HINDUSTHAN URBAN INFRASTRUCTUR,BSE
138169348,539724,HYPERSOFT,HYPERSOFT TECHNOLOGIES,BSE
132982532,519463,IBINFO,IB INFOTECH ENTERPRISES.,BSE
2543873,9937,IBMFNIFTY,IBULLSAMC - IBMFNIFTY,NSE
3699201,14450,IBREALEST,INDIABULLS REAL EST.,NSE
129211140,504731,IBRIGST,INDIAN BRIGHT STEEL CO.LTD.,BSE
7712001,30125,IBULHSGFIN,INDIABULLS HSG FIN,NSE
125185,489,ICEMAKE,ICE MAKE REFRIGERAT,NSE
768257,3001,ICICI500,ICICIPRAMC - ICICI500,NSE
5720065,22344,ICICIALPLV,ICICIPRAMC - ICICIALPLV,NSE
133633,522,ICICIB22,ICICIPRAMC - BHARATIWIN,NSE
1270529,4963,ICICIBANK,ICICI BANK.,NSE
2825473,11037,ICICIBANKN,ICICIPRAMC - IPRU5008,NSE
2914817,11386,ICICIBANKP,ICICIPRAMC - ICICIBANKP,NSE
5573121,21770,ICICIGI,ICICI LOMBARD GIC,NSE
5037825,19679,ICICIGOLD,ICICI PRUDENTIAL GOLD ETF,NSE
1238529,4838,ICICILIQ,ICICIPRAMC - ICICILIQ,NSE
5441025,21254,ICICILOVOL,ICICI PR NIF LW VL 30 ETF,NSE
4390913,17152,ICICIM150,ICICIPRAMC - ICICIM150,NSE
4531713,17702,ICICIMCAP,ICICI PRUD MIDCAP SEL ETF,NSE
7780353,30392,ICICINF100,ICICI PRUD NIFTY 100 ETF,NSE
7565569,29553,ICICINIFTY,ICICI PRUD NIFTY ETF,NSE
4473601,17475,ICICINV20,ICICI PRUDENTIAL NV20 ETF,NSE
1159425,4529,ICICINXT50,ICICIPRAMC - ICICINXT50,NSE
4774913,18652,ICICIPRULI,ICICI PRU LIFE INS CO,NSE
1120769,4378,ICICISENSX,ICICI PRUD SENSEX ETF,NSE
5725441,22365,ICICITECH,ICICIPRAMC - ICICITECH,NSE
3068673,11987,ICIL,INDO COUNT INDUSTRIES,NSE
3717889,14523,ICRA,ICRA,NSE
138022148,539149,ICSL,INTEGRATED CAPITAL SERVICES LT,BSE
377857,1476,IDBI,IDBI BANK,NSE
6563841,25640,IDBIGOLD,IDBI MF - IDBI GOLD ETF,NSE
3677697,14366,IDEA,VODAFONE IDEA,NSE
3060993,11957,IDFC,IDFC,NSE
138682372,541728,IDFCEOS6DD,IDFC MUTUAL FUND,BSE
2863105,11184,IDFCFIRSTB,IDFC FIRST BANK,NSE
4808449,18783,IDFNIFTYET,IDFCAMC - IDFNIFTYET,NSE
130882564,511260,IDINFO,ID INFO BUSINESS SERVICES.,BSE
132363268,517044,IDM,INTERNATIONAL DATA MANAGEMENT,BSE
56321,220,IEX,INDIAN ENERGY EXC,NSE
379393,1482,IFBAGRO,IFB AGRO INDUSTRIES,NSE
380161,1485,IFBIND,IFB INDUSTRIES,NSE
381697,1491,IFCI,IFCI,NSE
111617,436,IFGLEXPOR,IFGL REFRACTORIES,NSE
137130756,535667,IFINSEC,INDIA FINSEC.,BSE
138161156,539692,IFINSER,INTERACTIVE FINANCIAL SERVICES,BSE
128054276,500212,IFSL,INTEGRATED FINANCIAL SERVICES,BSE
162305,634,IGARASHI,IGARASHI MOTORS INDIA,NSE
138098948,539449,IGCIL,IGC INDUSTRIES ,BSE
2883073,11262,IGL,INDRAPRASTHA GAS,NSE
3606017,14086,IGPL,I G PETROCHEMICALS,NSE
3023105,11809,IIFL,IIFL FINANCE,NSE
3346433,13072,IIFLSEC,IIFL SECURITIES,NSE
3343617,13061,IIFLWAM,IIFL WEALTH MGMT,NSE
138274308,540134,IISL,ISHAAN INFRASTRUCTURE AND SHEL,BSE
4998401,19525,IITL,INDUSTRIAL INV TRUST,NSE
136183812,531968,IITLPROJ,IITL PROJECTS,BSE
131644932,514238,IKAB,IKAB SECURITIES & INVESTMENT L,BSE
1964033,7672,IMAGICAA,IMAGICAAWORLD ENT,NSE
130976772,511628,IMCAP,IM+ CAPITALS,BSE
131403524,513295,IMEC,IMEC SERVICES,BSE
4924161,19235,IMFA,INDIAN METALS & FERRO,NSE
3074305,12009,IMPAL,IND MOTOR PART & ACC,NSE
2990337,11681,IMPEXFERRO,IMPEX FERRO TECH,NSE
135969028,531129,INANI,INANI MARBLES & INDUSTRIES,BSE
136108036,531672,INANISEC,INANI SECURITIES.,BSE
132446724,517370,INCAP,INCAP.,BSE
136088068,531594,INCON,INCON ENGINEERS.,BSE
130345476,509162,INDAG,INDAG RUBBER.,BSE
132371716,517077,INDAGIV,IND-AGIV COMMERCE.,BSE
4334849,16933,INDBANK,INDBANK MERCH BANK,NSE
134007044,523465,INDBNK,IND BANK HOUSING.,BSE
130906884,511355,INDCEMCAP,INDIA CEMENTS CAPITAL.,BSE
136192260,532001,INDCTST,INDUCTO STEEL.,BSE
136065284,531505,INDERGR,INDERGIRI FINANCE.,BSE
136000772,531253,INDGELA,INDIA GELATINE & CHEMICALS,BSE
387073,1512,INDHOTEL,THE INDIAN HOTELS CO.,NSE
264969,1035,INDIA VIX,INDIA VIX,INDICES
387841,1515,INDIACEM,THE INDIA CEMENTS,NSE
389377,1521,INDIAGLYCO,INDIA GLYCOLS,NSE
135930628,530979,INDIAHOME,INDIA HOME LOAN.,BSE
2745857,10726,INDIAMART,INDIAMART INTERMESH,NSE
131626244,514165,INDIANACRY,INDIAN ACRYLICS.,BSE
3663105,14309,INDIANB,INDIAN BANK,NSE
1132033,4422,INDIANCARD,INDIAN CARD CLOTHING CO.,NSE
391681,1530,INDIANHUME,INDIAN HUME PIPE CO..,NSE
128435204,501700,INDIANVSH,INDIANIVESH.,BSE
136382724,532745,INDICAP,INDITRADE CAPITAL,BSE
2865921,11195,INDIGO,INTERGLOBE AVIATION,NSE
524289,2048,INDIGOPNTS,INDIGO PAINTS,NSE
130317060,509051,INDINFO,INDIAN INFOTECH & SOFTWARE,BSE
136023812,531343,INDINFRA,INDIA INFRASPACE.,BSE
128051716,500202,INDLEASE,INDIA LEASE DEVELOPMENT.,BSE
1008129,3938,INDLMETER,IMP POWERS,NSE
1215233,4747,INDNIPPON,INDIA NIPPON ELECT ,NSE
134309892,524648,INDOAMIN,INDO AMINES.,BSE
135871236,530747,INDOASIAF,INDO ASIAN FINANCE.,BSE
134231556,524342,INDOBORAX,INDO BORAX & CHEMICALS.,BSE
136217604,532100,INDOCITY,INDO-CITY INFOTECH.,BSE
2989313,11677,INDOCO,INDOCO REMEDIES.,NSE
134883076,526887,INDOCRED,INDO CREDIT CAPITAL.,BSE
134261252,524458,INDOEURO,INDO EURO INDCHEM.,BSE
138094852,539433,INDOGLOBAL,INDO-GLOBAL ENTERPRISES LIMITE,BSE
129047556,504092,INDOKEM,INDOKEM.,BSE
2814209,10993,INDORAMA,INDO RAMA SYNTHETICS,NSE
790529,3088,INDOSTAR,INDOSTAR CAPITAL FIN,NSE
3398401,13275,INDOTECH,INDO TECH TRANSFORM.,NSE
6556673,25612,INDOTHAI-BE,INDO THAI SEC,NSE
3827713,14952,INDOWIND,INDOWIND ENERGY,NSE
128332292,501298,INDPRUD,INDUSTRIAL & PRUDENTIAL INVEST,BSE
138028804,539175,INDRAIND,INDRA INDUSTRIES.,BSE
1216257,4751,INDRAMEDCO,INDRAPRASTHA MEDICAL CORP,NSE
134769924,526445,INDRANIB,INDRAYANI BIOTECH.,BSE
137397508,536709,INDRENEW,IND RENEWABLE ENERGY,BSE
133674244,522165,INDSILHYD,INDSIL HYDRO POWER AND MANGANE,BSE
128081668,500319,INDSUCR,INDIAN SUCROSE.,BSE
1246721,4870,INDSWFTLAB,IND SWIFT LABORATORIES LT,NSE
2970881,11605,INDSWFTLTD-BE,IND-SWIFT,NSE
5620993,21957,INDTERRAIN,IND TERRAIN FASHIONS,NSE
134038020,523586,INDTONER,INDIAN TONERS & DEVELOPERS,BSE
136151300,531841,INDUSFINL,INDUS FINANCE ,BSE
1346049,5258,INDUSINDBK,INDUSIND BANK,NSE
7458561,29135,INDUSTOWER,INDUS TOWERS,NSE
4865,19,INEOSSTYRO,INEOS STYROLUTION IND,NSE
131078404,512025,INERTIAST,INERTIA STEEL.,BSE
4159745,16249,INFIBEAM,INFIBEAM AVENUES,NSE
2822913,11027,INFOBEAN,INFOBEANS TECHNO..,NSE
3505409,13693,INFOMEDIA,INFOMEDIA PRESS,NSE
129231364,504810,INFORTEC,INFORMED TECHNOLOGIES INDIA LT,BSE
5138433,20072,INFRABEES,NIP IND ETF INFRA BEES,NSE
137724164,537985,INFRONICS,INFRONICS SYSTEMS,BSE
408065,1594,INFY,INFOSYS,NSE
408833,1597,INGERRAND,INGERSOLL-RAND INDIA,NSE
136173828,531929,INNOCORP,INNOCORP.,BSE
134103044,523840,INNOVTEC,INNOVATIVE TECH PACK.,BSE
136528644,533315,INOVSYNTH,INNOVASSYNTH INVESTMENTS.,BSE
3384577,13221,INOXLEISUR,INOX LEISURE,NSE
2010113,7852,INOXWIND,INOX WIND,NSE
3752193,14657,INSECTICID,INSECTICIDES (I),NSE
136409860,532851,INSECTICID*,INSECTICIDES (INDIA).,BSE
128054020,500211,INSILCO,INSILCO.,BSE
3514881,13730,INSPIRISYS,INSPIRISYS SOLUTIONS,NSE
136016388,531314,INTCAPM,INTEGRA CAPITAL MANAGEMENT,BSE
134878980,526871,INTECCAP,INTEC CAPITAL.,BSE
136163588,531889,INTECH,INTEGRATED TECHNOLOGIES.,BSE
133019140,519606,INTEGFD,INTEGRATED PROTEINS.,BSE
129371652,505358,INTEGRAEN,INTEGRA ENGINEERING INDIA.,BSE
136891396,534732,INTELLADV,INTELLIVATE CAPITAL ADVISORS L,BSE
129570308,506134,INTELLCAP,INTELLIVATE CAPITAL VENTURES L,BSE
1517057,5926,INTELLECT,INTELLECT DESIGN ARENA,NSE
137438212,536868,INTELSOFT,INTEGRA TELECOMMUNICATION & SO,BSE
5138177,20071,INTENTECH,INTENSE TECHNOLOGIES,NSE
129468676,505737,INTLCOMBQ,INTERNATIONAL COMBUSTION (INDI,BSE
130485508,509709,INTLCONV,INTERNATIONAL CONVEYORS.,BSE
130916100,511391,INTRGLB,INTER GLOBE FINANCE.,BSE
135746308,530259,INTSTOIL,INTER STATE OIL CARRIER.,BSE
6366721,24870,INVENTURE,INVENTURE GRO & SEC,NSE
129225220,504786,INVPRECQ,INVESTMENT & PRECISION CASTING,BSE
2393089,9348,IOB,INDIAN OVERSEAS BANK,NSE
415745,1624,IOC,INDIAN OIL CORP,NSE
5225729,20413,IOLCP,IOL CHEM AND PHARMA,NSE
128054788,500214,IONEXCHANG,ION EXCHANGE (INDIA).,BSE
134080516,523752,IOSYSTEM,IO SYSTEM.,BSE
418049,1633,IPCALAB,IPCA LABORATORIES,NSE
134051332,523638,IPRINGLTD,IP RINGS.,BSE
138575876,541312,IPRU9298,ICICI PRUDENTIAL MUTUAL FUND,BSE
3920129,15313,IRB,IRB INFRA DEV.,NSE
1276417,4986,IRCON,IRCON INTERNATIONAL,NSE
3484417,13611,IRCTC,INDIAN RAIL TOUR CORP,NSE
519425,2029,IRFC,INDIAN RAILWAY FIN CORP L,NSE
582401,2275,IRISDOREME,IRIS CLOTHINGS,NSE
130283012,508918,IRONWOOD,IRONWOOD EDUCATION,BSE
637185,2489,ISEC,ICICI SECURITIES,NSE
134875908,526859,ISFL,ISF,BSE
4730625,18479,ISFT,INTRASOFT TECH.,NSE
852225,3329,ISGEC,ISGEC HEAVY ENG,NSE
135963908,531109,ISHANCH,ISHAN DYES & CHEMICALS.,BSE
134246404,524400,ISHITADR,ISHITA DRUGS & INDUSTRIES.,BSE
129577220,506161,ISHWATR,ISHWARSHAKTI HOLDINGS & TRADER,BSE
130971908,511609,ISLCONSUL,ISL CONSULTING.,BSE
3822593,14932,ISMTLTD,ISMT,NSE
130254596,508807,ISTLTD,IST.,BSE
134303236,524622,ISTRNETWK,ISTREET NETWORK,BSE
131420420,513361,ISWL,INDIA STEEL WORKS.,BSE
424961,1660,ITC,ITC,NSE
4940545,19299,ITDC,INDIA TOUR. DEV. CO..,NSE
1439233,5622,ITDCEM,ITD CEMENTATION INDIA,NSE
128054532,500213,ITHL,INTERNATIONAL TRAVEL HOUSE,BSE
428801,1675,ITI,ITI,NSE
133678852,522183,ITL,ITL INDUSTRIES.,BSE
1718017,6711,IVC,IL&FS INVESTMENT MANAGERS,NSE
430337,1681,IVP,IVP,NSE
4682753,18292,IVZINGOLD,INVESCO INDIA GOLD ETF,NSE
6199553,24217,IVZINNIFTY,INVESCO INDIA NIFTY ETF,NSE
138484228,540954,IWP,THE INDIAN WOOD PRODUCTS CO. L,BSE
3628545,14174,IZMO,IZMO,NSE
1442049,5633,J&KBANK,J & K BANK.,NSE
129831684,507155,JAGAJITIND,JAGATJIT INDUSTRIES.,BSE
135862020,530711,JAGANLAM,JAGAN LAMPS.,BSE
136403204,532825,JAGJANANI,JAGJANANI TEXTILES.,BSE
3382017,13211,JAGRAN,JAGRAN PRAKASHAN,NSE
136372484,532705,JAGRAN*,JAGRAN PRAKASHAN.,BSE
1128961,4410,JAGSNPHARM,JAGSONPAL PHARMACEUTICALS,NSE
135833860,530601,JAGSONFI,JAGSONPAL FINANCE & LEASING LT,BSE
2881537,11256,JAIBALAJI,JAI BALAJI INDUSTRIES,NSE
1316609,5143,JAICORPLTD,JAI CORP,NSE
131663876,514312,JAIHINDS,JAIHIND SYNTHETICS.,BSE
134877444,526865,JAINCO,JAINCO PROJECTS (INDIA).,BSE
129334276,505212,JAINEX,JAINEX AAMCOL.,BSE
138014468,539119,JAINMARMO,JAIN MARMO INDUSTRIES.,BSE
129495044,505840,JAIPAN,JAIPAN INDUSTRIES.,BSE
137872388,538564,JAMESWARREN,JAMES WARREN TEA,BSE
5319169,20778,JAMNAAUTO,JAMNA AUTO IND,NSE
128742660,502901,JAMSHRI,JAMSHRI REALTY,BSE
128056324,500220,JASCH,JASCH INDUSTRIES.,BSE
3579393,13982,JASH,JASH ENGINEERING,NSE
132945668,519319,JATALIA,JATALIA GLOBAL VENTURES LIMITE,BSE
134656260,526001,JAUSPOL,JAUSS POLYMERS.,BSE
1034497,4041,JAYAGROGN,JAYANT AGRO ORGANICS,NSE
137985284,539005,JAYATMA,JAYATMA ENTERPRISES,BSE
437249,1708,JAYBARMARU,JAY BHARAT MARUTI,NSE
128335620,501311,JAYBHCR,JAYABHARAT CREDIT.,BSE
129669124,506520,JAYCH,JAYSHREE CHEMICALS.,BSE
136018692,531323,JAYIND,JAYATMA INDUSTRIES,BSE
128078340,500306,JAYKAY,JAYKAY ENTERPRISES.,BSE
596737,2331,JAYNECOIND,JAYASWAL NECO INDUSTR,NSE
130487044,509715,JAYSHREETEA,JAY SHREE TEA & INDUSTRIES,BSE
440321,1720,JAYSREETEA,JAYSHREE TEA & INDUSTRIES,NSE
129768964,506910,JAYSYN,JAYSYNTH DYESTUFF (INDIA).,BSE
131392516,513252,JAYUSH,JAY USHIN.,BSE
441857,1726,JBCHEPHARM,J B CHEMICALS AND PHARMA,NSE
1388801,5425,JBFIND-BE,JBF INDUS -DEP-LS ML,NSE
2983681,11655,JBMA,JBM AUTO,NSE
1149697,4491,JCHAC,JOHNSON CONTROLS HITACHI,NSE
128057092,500223,JCTLTD,JCT.,BSE
134295556,524592,JDORGOCHEM,JD ORGOCHEM.,BSE
138046980,539246,JEL,JYOTIRGAMYA ENTERPRISES LIMITE,BSE
134331140,524731,JENBURPH,JENBURKT PHARMACEUTICALS.,BSE
132368132,517063,JETKINGQ,JETKING INFOTRAIN.,BSE
136076804,531550,JHACC,JHAVERI CREDITS & CAPITAL.,BSE
3512321,13720,JHS,JHS SVEND. LAB.,NSE
4347649,16983,JIKIND-BE,JIK INDUSTRIES,NSE
3006465,11744,JINDALPHOT-BE,JINDAL PHOTO,NSE
449537,1756,JINDALPOLY,JINDAL POLY FILMS,NSE
774145,3024,JINDALSAW,JINDAL SAW,NSE
1723649,6733,JINDALSTEL,JINDAL STEEL & POWER,NSE
135783684,530405,JINDCAP,JINDAL CAPITAL.,BSE
130043140,507981,JINDHOT,JINDAL HOTELS.,BSE
3552001,13875,JINDRILL,JINDAL DRILLING IND.,NSE
5284353,20642,JINDWORLD,JINDAL WORLDWIDE,NSE
6575105,25684,JISLDVREQS,JAIN DVR EQUITY SHARES,NSE
2661633,10397,JISLJALEQS,JAIN IRRIGATION SYSTEMS,NSE
5041921,19695,JITFINFRA-BE,JITF INFRALOGISTICS,NSE
138041604,539225,JIYAECO,JIYA ECO-PRODUCTS ,BSE
3011073,11762,JIYAECO-BE,JIYA ECO-PRODUCTS,NSE
133903876,523062,JJFINCOR,J.J.FINANCE CORPORATION.,BSE
137342212,536493,JK AGRI,JK AGRI GENETICS,BSE
3397121,13270,JKCEMENT,JK CEMENT,NSE
3908097,15266,JKIL,JKUMAR INFR.LTD.,NSE
3453697,13491,JKLAKSHMI,JK LAKSHMI CEMENT,NSE
3036161,11860,JKPAPER,JK PAPER,NSE
3695361,14435,JKTYRE,JK TYRE & INDUSTRIES,NSE
138226436,539947,JLL,JINDAL LEASEFIN,BSE
129669636,506522,JLMORI,J.L.MORISON (INDIA).,BSE
1819905,7109,JMA,JULLUNDUR MOT AGENCY,NSE
1134081,4430,JMCPROJECT,JMC PROJECTS (I).,NSE
3491073,13637,JMFINANCIL,JM FINANCIAL,NSE
3704321,14470,JMTAUTOLTD,JMT AUTO,NSE
4333313,16927,JOCIL,JOCIL,NSE
136156420,531861,JOINDRE,JOINDRE CAPITAL SERVICES.,BSE
137751556,538092,JOONKTOLL,JOONKTOLLEE TEA & INDUSTRIES L,BSE
129472004,505750,JOSTS,JOSTS ENGINEERING CO.LTD.,BSE
130285828,508929,JOYREALTY,JOY REALTY.,BSE
2933761,11460,JPASSOCIAT,JAIPRAKASH ASSOCIATES,NSE
4837121,18895,JPINFRATEC,JAYPEE INFRATECH,NSE
3011329,11763,JPPOWER,JAIPRAKASH POWER VEN.,NSE
135932164,530985,JPTSEC,JPT SECURITIES.,BSE
135914244,530915,JRFOODS,J.R.FOODS.,BSE
138973700,542866,JSGLEASING,JSG LEASING ,BSE
2876417,11236,JSL,JINDAL STAINLESS,NSE
3149825,12304,JSLHISAR,JINDAL STAINLESS (H),NSE
129044484,504080,JSLINDL,JSL INDUSTRIES.,BSE
137942276,538837,JSTL,JEEVAN SCIENTIFIC TECHNOLOGY L,BSE
4574465,17869,JSWENERGY,JSW ENERGY,NSE
3041281,11880,JSWHL,JSW HOLDINGS,NSE
1195777,4671,JSWISPL,JSW ISPAT SPE PRO,NSE
3001089,11723,JSWSTEEL,JSW STEEL,NSE
137865988,538539,JTAPARIA,J. TAPARIA PROJECTS,BSE
828673,3237,JTEKTINDIA,JTEKT INDIA,NSE
136857604,534600,JTLINFRA,JTL INFRA.,BSE
4632577,18096,JUBLFOOD,JUBILANT FOODWORKS,NSE
5514497,21541,JUBLINDS,JUBILANT INDUSTRIES,NSE
712449,2783,JUBLINGREA,JUBILANT INGREVIA,NSE
931073,3637,JUBLPHARMA,JUBILANT PHARMOVA,NSE
130831364,511060,JUMBFNL,JUMBO FINANCE.,BSE
3085313,12052,JUMPNET,JUMP NETWORKS,NSE
2800385,10939,JUNIORBEES,NIP IND ETF JUNIOR BEES,NSE
136863492,534623,JUPITERIN,JUPITER INFOMEDIA.,BSE
7670273,29962,JUSTDIAL,JUSTDIAL.,NSE
3877377,15146,JYOTHYLAB,JYOTHY LABS,NSE
129043460,504076,JYOTI,JYOTI.,BSE
138891268,542544,JYOTIN,JYOT INTERNATIONAL MARKETING L,BSE
131698692,514448,JYOTIRES,JYOTI RESINS & ADHESIVES.,BSE
134226436,524322,KABRADG,KABRA DRUGS.,BSE
462081,1805,KABRAEXTRU,KABRA EXTRUSION TECHNIK L,NSE
134316804,524675,KABSON,KABSONS INDUSTRIES.,BSE
136135172,531778,KACHCHH,KACHCHH MINERALS.,BSE
136135684,531780,KACL,KAISER CORPORATION,BSE
129239044,504840,KAIRA,KAIRA CAN CO.LTD.,BSE
462849,1808,KAJARIACER,KAJARIA CERAMICS,NSE
131505412,513693,KAJARIR,KIC METALIKS.,BSE
463617,1811,KAKATCEM,KAKATIYA CEM SUGAR &IND L,NSE
133389828,521054,KAKTEX,KAKATIYA TEXTILES.,BSE
135731460,530201,KALLAM,KALLAM TEXTILES,BSE
464385,1814,KALPATPOWR,KALPATARU POWER TRANS. LT,NSE
5031169,19653,KALYANI-BE,KALYANI COMMERCIALS,NSE
3880961,15160,KALYANIFRG-BE,KALYANI FORGE,NSE
756481,2955,KALYANKJIL,KALYAN JEWELLERS IND,NSE
131666436,514322,KAMADGIRI,KAMADGIRI FASHION.,BSE
136311812,532468,KAMAHOLD,KAMA HOLDINGS,BSE
130849540,511131,KAMANWALA,KAMANWALA HOUSING CONSTRUCTION,BSE
467457,1826,KAMATHOTEL,KAMAT HOTELS (I),NSE
3444993,13457,KAMDHENU,KAMDHENU,NSE
6601217,25786,KANANIIND,KANANI INDUSTRIES,NSE
137957380,538896,KANCHI,KANCHI KARPOORAM.,BSE
138497284,541005,KANCOTEA,KANCO TEA & INDUSTRIES,BSE
133437956,521242,KANDAGIRI,KANDAGIRI SPINNING MILLS.,BSE
128060420,500236,KANELIND,KANEL INDUSTRIES,BSE
469761,1835,KANORICHEM,KANORIA CHEMICALS & INDUS,NSE
456193,1782,KANPRPLA,KANPUR PLASTIPACK,NSE
306177,1196,KANSAINER,KANSAI NEROLAC PAINTS,NSE
131444740,513456,KANSHST,KANISHK STEEL INDUSTRIES.,BSE
138371844,540515,KANUNGO,KANUNGO FINANCIERS,BSE
131174148,512399,KAPASHI,KAPASHI COMMERCIALS.,BSE
131081220,512036,KAPILCO,KAPIL COTEX.,BSE
138157828,539679,KAPILRAJ,KAPIL RAJ FINANCE.,BSE
4856065,18969,KAPSTON-BE,KAPSTON FACILITIES MGMT L,NSE
134685444,526115,KARANWO,KARAN WOO-SIN.,BSE
602625,2354,KARDA,KARDA CONSTRUCTIONS,NSE
6242561,24385,KARMAENG,KARMA ENERGY,NSE
137965572,538928,KARNAVATI,KARNAVATI FINANCE ,BSE
128294660,501151,KARTKIN,KARTIK INVESTMENTS TRUST.,BSE
470529,1838,KARURVYSYA,KARUR VYSYA BANK,NSE
128750852,502933,KATRSPG,KATARE SPINNING MILLS.,BSE
3874817,15136,KAUSHALYA,KAUSHALYA INFRA DEV.,NSE
2630657,10276,KAYA,KAYA,NSE
129045508,504084,KAYCEEI,KAYCEE INDUSTRIES.,BSE
135771396,530357,KBSINDIA,KBS INDIA,BSE
138418180,540696,KCDGROUP,KCD INDUSTRIES INDIA,BSE
138084612,539393,KCL,KABRA COMMERCIAL ,BSE
136136708,531784,KCLINFRA,KCL INFRA PROJECTS ,BSE
471297,1841,KCP,KCP,NSE
1231105,4809,KCPSUGIND,KCP SUGAR IND CORP.,NSE
3816449,14908,KDDL,KDDL,NSE
138338564,540385,KDLL,KD LEISURES,BSE
3394561,13260,KEC,KEC INTL.,NSE
4664321,18220,KECL,KIRLOSKAR ELECTRIC CO,NSE
130302212,508993,KEDIACN,KEDIA CONSTRUCTION CO.LTD.,BSE
132610820,518011,KEERTHI,KEERTHI INDUSTRIES.,BSE
289025,1129,KEERTI,KEERTI KNOW & SKILL.,NSE
3407361,13310,KEI,KEI INDUSTRIES.,NSE
138137348,539599,KEL,KOTIA ENTERPRISES ,BSE
129671172,506528,KELENRG,KELTECH ENERGIES.,BSE
3438081,13430,KELLTONTEC,KELLTON TECH SOL,NSE
135977732,531163,KEMISTAR,KEMISTAR CORPORATION,BSE
129671684,506530,KEMP,KEMP & COMPANY.,BSE
3031297,11841,KENNAMET,KENNAMETAL INDIA,NSE
135721732,530163,KERALAYUR,KERALA AYURVEDA.,BSE
3360001,13125,KERNEX-BE,KERNEX MICROSYS(I),NSE
129838084,507180,KESARENT,KESAR ENTERPRISES.,BSE
475905,1859,KESORAMIND,KESORAM INDUSTRIES,NSE
130034692,507948,KEYCORP,KEY CORP.,BSE
131224836,512597,KEYFINSER,KEYNOTE FINANCIAL SERVICES LIM,BSE
1064193,4157,KEYFINSERV,KEYNOTE FIN SERV.,NSE
129913348,507474,KFBL,KOTHARI FERMENTATION & BIOCHEM,BSE
128061188,500239,KGDENIM,KG DENIM.,BSE
136091908,531609,KGPETRO,KG PETROCHEM.,BSE
108801,425,KHADIM,KHADIM INDIA,NSE
229377,896,KHAICHEM,KHAITAN CHEM & FERT,NSE
2468097,9641,KHANDSE,KHANDWALA SECURITIES,NSE
129903364,507435,KHODAY,KHODAY INDIA.,BSE
137146884,535730,KHOOBSURAT,KHOOBSURAT,BSE
136113156,531692,KHYATI,KHYATI MULTIMEDIA-ENTERTAINMEN,BSE
5406465,21119,KICL,KALYANI INVEST CO,NSE
130034180,507946,KIDUJA,KIDUJA INDIA.,BSE
137104900,535566,KIFS,KIFS FINANCIAL SERVICES.,BSE
5103873,19937,KILITCH,KILITCH DRUGS INDIA,NSE
136209156,532067,KILPEST,KILPEST INDIA.,BSE
